#                 mDM              ll_dSph              pv_dSph         sigmav_dwlim 
                  6.0        -33.766599754        0.95000000072    6.61393587463e-27 
                  8.0       -33.7665997302       0.949999999297    5.59490242055e-27 
                 10.0       -33.7665997138       0.949999998322    5.29122233677e-27 
                 15.0       -33.7665997362       0.949999999655    5.64330835983e-27 
                 20.0       -33.7665997499       0.950000000475    6.30770803316e-27 
                 25.0       -33.7665997469       0.950000000293    7.22758408216e-27 
                 30.0       -33.7665997357       0.949999999625    8.44372938141e-27 
                 40.0       -33.7665997341       0.949999999533    1.13708302851e-26 
                 50.0       -33.7665996473       0.949999994353    1.44489204009e-26 
                 60.0       -33.7665998174         0.9500000045    1.75397140553e-26 
                 70.0       -33.7665996346       0.949999993601    2.05280890505e-26 
                 80.0       -33.7665997297       0.949999999272    2.33513136468e-26 
                 90.0        -33.766599772        0.95000000179    2.62211893551e-26 
                100.0       -33.7665996851        0.94999999661    2.90199048463e-26 
                110.0       -33.7665998417       0.950000005952    3.18003185333e-26 
                120.0       -33.7665997801       0.950000002276    3.45394022149e-26 
                130.0       -33.7665997545       0.950000000749    3.72039670965e-26 
                140.0       -33.7665997631       0.950000001262    3.98239652557e-26 
                150.0       -33.7665997664       0.950000001461    4.23830427121e-26 
                160.0       -33.7665997712       0.950000001742    4.49133370772e-26 
                180.0       -33.7665997562       0.950000000851    4.98739157912e-26 
                200.0       -33.7665997416        0.94999999998     5.4777951322e-26 
                220.0       -33.7665997414       0.949999999967     5.9690255401e-26 
                240.0       -33.7665997432       0.950000000076    6.45491460779e-26 
                260.0       -33.7665997397       0.949999999864    6.94037152395e-26 
                280.0       -33.7665997683        0.95000000157      7.410370173e-26 
                300.0       -33.7665997155       0.949999998424    7.89835958625e-26 
                330.0       -33.7665997426        0.95000000004    8.64575400111e-26 
                360.0       -33.7665997458       0.950000000233    9.35115893663e-26 
                400.0       -33.7665997319       0.949999999399    1.03309292781e-25 
                450.0       -33.7665997575       0.950000000925    1.16310838482e-25 
                500.0       -33.7665996787       0.949999996226    1.28685078866e-25 
                550.0       -33.7665997409       0.949999999935    1.41172413281e-25 
                600.0       -33.7665997515        0.95000000057    1.53560740909e-25 
                650.0       -33.7665997407       0.949999999926    1.65184703935e-25 
                700.0       -33.7665997206       0.949999998726    1.76678438964e-25 
                750.0       -33.7665997132       0.949999998288    1.89173343326e-25 
                800.0       -33.7665997361        0.94999999965    2.01860671302e-25 
                900.0       -33.7665997067         0.9499999979    2.27614761023e-25 
               1000.0       -33.7665997429       0.950000000056     2.5302165196e-25 
               1100.0       -33.7665996875       0.949999996752     2.7932496936e-25 
               1200.0       -33.7665997383       0.949999999785    3.06594362864e-25 
               1300.0        -33.766599739       0.949999999826    3.34856442678e-25 
               1500.0       -33.7665997388       0.949999999815    3.95083319026e-25 
               1700.0       -33.7665997325       0.949999999438    4.57747803718e-25 
               2000.0        -33.766599742       0.950000000004    5.57786922254e-25 
               2500.0        -33.766599712       0.949999998213    7.40681222948e-25 
               3000.0       -33.7665997681       0.950000001561    9.41997701618e-25 
               4000.0       -33.7665997395       0.949999999855    1.39021056865e-24 
               5000.0       -33.7665997424       0.950000000027    1.89751478725e-24 
               6000.0       -33.7665996968       0.949999997309     2.4609053649e-24 
               7000.0       -33.7665997097       0.949999998079    3.07852275175e-24 
               8000.0       -33.7665997765        0.95000000206    3.74558585553e-24 
               9000.0       -33.7665997589       0.950000001011    4.45972205682e-24 
              10000.0        -33.766599752         0.9500000006    5.21949693537e-24 
              12000.0       -33.7665997013       0.949999997574    6.87425576155e-24 
              15000.0        -33.766599741       0.949999999945     9.6678658349e-24 
              20000.0       -33.7665997801       0.950000002275     1.5090506853e-23 
              30000.0       -33.7665997701       0.950000001681    2.85283081349e-23 
              50000.0       -33.7665997434       0.950000000084    6.45434893613e-23 
             100000.0       -33.7665997482       0.950000000372    1.98823990634e-22 
