8.214297259891515	6.735488838461654e-8
8.345158067576673	5.900980178769628e-8
8.477839306721293	5.1244554444301574e-8
8.612630069865146	4.4501155412159306e-8
8.749563896727429	3.864513711734184e-8
8.888674860281641	3.355972691014923e-8
9.03027908212381	2.9401768461239473e-8
9.17413918079337	2.575896970088027e-8
9.319710008148288	2.217280228110764e-8
9.467885832061558	1.9255027796311706e-8
9.697298879999462	1.6869908371208204e-8
9.771951807948367	1.4779312088049262e-8
10.008732572770459	1.2948599365960876e-8
10.16818027559133	1.1344303291699437e-8
10.330168117210992	9.9387751166638e-9
10.581134522423529	8.862665879533585e-9
10.926061012689463	7.765089922876427e-9
11.10046858740788	6.86330017886231e-9
11.368731336975467	5.907974726529503e-9
11.644203111082707	5.176154163488549e-9
11.925977957893096	4.495151226921116e-9
12.313976214026287	3.869576888777808e-9
13.028365381012305	3.3021120112935198e-9
13.562551284571615	2.8678470318974473e-9
14.11907989351643	2.512763610997559e-9
14.939588368614263	2.2017822334240393e-9
15.807286637382846	1.9123422598066934e-9
16.725381226789402	1.6609512344712713e-9
17.84304437748771	1.481344564883132e-9
18.881142455226616	1.321118445532167e-9
20.472689216464886	1.1679831324225633e-9
22.019195150843753	1.0417159559429769e-9
24.073311589491027	9.54077266452869e-10
26.105776582808375	8.737843064825631e-10
29.01117538269832	8.145701443404916e-10
32.50635434065751	7.79759515907388e-10
36.1308522108407	7.664322104817036e-10
40.823433994640645	7.804404465789922e-10
46.50230490871265	7.947294886632447e-10
52.11775862028151	8.164005320749029e-10
57.94701348831701	8.764578577093245e-10
64.42624902562		9.326685434242644e-10
72.80738085590643	1.0013413873212246e-9
80.94567676663134	1.0562020051125363e-9
88.5493324464008	1.143876504249913e-9
98.45644670518662	1.2389060359986566e-9
109.47540570534004	1.3537206933848143e-9
119.76274321075849	1.4790834890062646e-9
132.09125378548185	1.630426849841595e-9
146.8791012742559	1.797312054201631e-9
161.9990000400923	1.9812173230891093e-9
178.6697881098748	2.1647576185744903e-9
195.46537315318074	2.3861864081127224e-9
213.83313576884598	2.6071618282690137e-9
235.83800547679004	2.8486897246597557e-9
262.248658993331	3.1680993101684296e-9
291.6078562315292	3.4923756804096373e-9
319.0100696963475	3.8157909763388266e-9
354.71274835532586	4.169416449841652e-9
391.22727492551365	4.59604111500169e-9
431.4871961953218	5.021819112437678e-9
483.72776162112666	5.585065128310254e-9
533.5066059069575	6.102466471418264e-9
583.6398982293216	6.667592099460719e-9
638.4841856382529	7.2850518086434645e-9
704.1885081467175	7.9599401946887e-9
776.6542479203258	8.69735035073417e-9
856.5504976795248	9.419604217957852e-9
944.6953122422566	1.0292237886849696e-8
1041.9433030166042	1.1345364288361405e-8
1130.6173421925405	1.2395627813394072e-8
1226.8379390372213	1.354311637624642e-8
1353.0878249784716	1.4797752883065093e-8
1468.2874276606285	1.6310877369821176e-8
1606.2615070987354	1.7821364131316055e-8
1757.2557072355569	1.964427633804891e-8
1906.7465918583603	2.127426907500847e-8
2069.0192620655794	2.324367157838448e-8
2263.5143098287213	2.562122092518623e-8
2456.1495098477053	2.7993029632301195e-8
2709.072735914243	3.113078004702606e-8
2987.9477096916776	3.431615593199856e-8
3295.63312176588	3.8162668221727446e-8
3635.0025932686362	4.244033768489764e-8
4041.9475077127963	4.6784393002891466e-8
4458.030099471914	5.157148401183487e-8
4837.277616211267	5.585065128310163e-8
