9.85e-6	3.367225
0.000011	3.367225
0.0000133	3.367225
0.000016	3.367225
0.0000192	3.367225
0.0000232	3.3672205999715326
0.0000279	3.3669019036022796
0.0000336	3.360652524482457
0.0000404	3.3381140166497585
0.0000487	3.2652028483382534
0.0000587	3.20676247561651
0.0000707	3.0929238312949594
0.0000854	3.0312085101136166
0.000103	3.104319709887676
0.000125	3.4067371070028787
0.000151	4.064359112061749
0.000183	4.931812013805894
0.000221	5.753792291451304
0.000266	6.471531434500443
0.000321	7.385813989090113
0.000387	8.432704153406041
0.000467	8.945188046120135
0.000562	9.45199822673868
0.000678	9.901842149675206
0.000816	10.073487857103292
0.000983	10.287950218056165
0.00118	10.468347750306249
0.00142	10.581224361072302
0.00172	10.645015718709082
0.00207	10.69020360524589
0.00249	10.702036415028395
0.003	10.717713037344481
0.00361	10.732658811669356
0.00434	10.740506137122479
0.00523	10.74233038531522
0.0063	10.744694132737925
0.00758	10.743535669430821
0.00913	10.729149564937565
0.011	10.641108856532043
0.0132	10.482104525392305
0.0159	10.29851121937794
0.0192	10.144156892281385
0.0231	10.167912581929018
0.0279	10.441507532671316
0.0337	10.89404402776899
0.0406	11.413759965716373
0.0489	12.212240893899763
0.059	13.103687960923928
0.0711	13.749642701236072
0.0857	14.070147059162226
0.1	14.234947653377677
0.12	10.629049262689518
0.15	10.971645157831801
0.18	16.102667056936678
0.22	24.14315216699006
0.27	34.212835480521996
0.33	44.139572431625446
0.39	51.009904564067206
0.47	57.46741929654105
0.56	60.95964301125782
0.69	63.59432882986804
0.83	66.06376597276376
1.0	69.04750318444304
1.2	71.18427575503908
1.45	73.81985152857999
1.75	76.08423678245141
2.11	77.85955781196265
2.54	79.78479823769634
3.06	81.15469852682286
3.68	82.44241977281004
4.43	83.67783412868368
5.34	84.58980890285567
6.43	84.87829366212107
7.74	85.2471540160075
9.32	85.35539664233309
11.22	85.01940804912496
13.52	84.47700372419003
16.29	84.09008386531434
19.62	84.13463794185486
23.64	85.07324176796291
28.49	86.61524912722861
34.32	88.68728261372576
41.34	91.19919590115663
49.8	93.85715871672862
59.97	96.88257700095797
72.22	99.16889292961083
86.96	100.75376267413108
104.74	101.92859873777022
126.11	103.22947559463577
151.88	103.96890084813904
182.85	104.4990743963929
220.17	104.84739657877236
265.14	105.07546946474785
319.23	105.28361135713222
384.35	105.44980721098787
462.78	105.53572849848352
557.2	105.59932655059322
670.87	105.65144982156399
807.74	105.67584700046879
1000.0	105.70181142004353
