# Radius efficency of Xenon1T vs S2
# Please cite: arXiv:1907.11485v2
#
#              S2              Efficency
90.00000000000000    0.32188065099457486
91.43737489719602    0.32194563743218774
93.10424008420051    0.3226407097649183
94.80149152797114    0.3234516274864374
96.52968315728836    0.32287240054249533
98.2893789988232    0.32206148282097624
100.0811533612174    0.32206148282097624
101.90559102251979    0.32206148282097624
103.76328742103883    0.3226407097649183
105.65484884967486    0.3234516274864374
107.58089265379489    0.3226407097649183
109.54204743271426    0.32206148282097624
111.53895324485153    0.32206148282097624
113.57226181662315    0.32206148282097624
115.64263675514617    0.32206148282097624
117.75075376481843    0.32206148282097624
119.897300867847    0.32206148282097624
122.08297862879665    0.3231040913200721
124.30850038323182    0.3234516274864374
126.5745924705266    0.3231040913200721
128.88199447091878    0.3234516274864374
131.03404550736357    0.3233126130198912
133.04604665374316    0.32278481012658233
134.83620615948453    0.3227565551537068
137.29421392980493    0.32252486437613004
139.79703015603667    0.3227565551537068
142.34547167763222    0.3234516274864374
144.94037022468638    0.3234516274864374
147.58257268938638    0.3234516274864374
150.27294140241077    0.3234516274864374
153.0123544143664    0.3234516274864374
155.80170578235632    0.3234516274864374
158.64190586177142    0.3234516274864374
161.53388160340154    0.3234516274864374
164.47857685596256    0.3234516274864374
167.47695267413854    0.3234516274864374
170.52998763223948    0.3234516274864374
173.63867814357656    0.3234516274864374
176.8040387856599    0.3234516274864374
180.02710263132423    0.3234516274864374
183.30892158589091    0.3234516274864374
186.6505667304764    0.3234516274864374
190.05312867155888    0.3234516274864374
193.51771789691753    0.3234516274864374
197.0454651380604    0.3234516274864374
200.63752173925894    0.3234516274864374
204.2950600333103    0.3234516274864374
208.01927372414931    0.3234516274864374
211.81137827643533    0.3234516274864374
215.67261131224132    0.3234516274864374
219.60423301497406    0.3234516274864374
223.607526540658    0.3234516274864374
227.6837984367165    0.3234516274864374
231.83437906838714    0.3234516274864374
236.06062305291064    0.3234516274864374
240.36390970163478    0.3234516274864374
244.7456434701775    0.3234516274864374
249.20725441679667    0.3234516274864374
253.75019866911538    0.3234516274864374
258.3759588993557    0.3234516274864374
263.08604480823544    0.3234516274864374
267.8819936176866    0.3234516274864374
272.7653705725556    0.3234516274864374
277.73776945144897    0.3234516274864374
282.80081308689233    0.3234516274864374
287.956153894971    0.3234516274864374
293.20547441462594    0.3234516274864374
298.55048785678093    0.3234516274864374
303.9929386634798    0.3234516274864374
309.53460307721707    0.3234516274864374
315.17728972064657    0.3234516274864374
320.9228401868584    0.3234516274864374
326.77312964041624    0.3234516274864374
332.73006742935115    0.3234516274864374
338.795597708312    0.3234516274864374
344.9717000730758    0.3234516274864374
351.2603902066242    0.3234516274864374
357.66372053699865    0.3234516274864374
364.1837809071472    0.3234516274864374
370.8226992569828    0.3234516274864374
377.582642317875    0.3234516274864374
384.465816319802    0.3234516274864374
391.4744677113939    0.3234516274864374
398.6108838931017    0.3234516274864374
405.8773939637323    0.3234516274864374
413.2763694805917    0.3234516274864374
420.8102252334861    0.3234516274864374
428.48142003283203    0.3234516274864374
436.2924575121339    0.3239150090415911
440.71486097154576    0.33438277011754036
449.6285597865717    0.3359629294755875
457.8251007987545    0.335847084086799
466.1710613331231    0.3352678571428569
474.66916524521326    0.3345727848101263
483.8421927458211    0.3347713769051922
490.6534118876918    0.3461573236889691
499.5978188337583    0.3470840867992765
508.7052785858963    0.3470840867992765
517.9787635287175    0.3470840867992765
527.4213002321649    0.3470840867992765
537.6137678404967    0.3472826788943423
544.1153576954536    0.36022264918625646
555.1203880419132    0.3609855334538876
565.2400010608109    0.3609855334538876
575.544090402067    0.3609855334538876
586.0360189920553    0.3609855334538876
596.7192110618937    0.3609855334538876
607.5971532650043    0.3612172242314645
616.8134319304246    0.37117992766726926
628.0576833945282    0.37210669077757663
639.506912870528    0.37210669077757663
651.1648570220425    0.37210669077757663
663.0353206305081    0.37210669077757663
675.8485422916954    0.3723052828726424
685.018862856325    0.3856088004822178
697.8565793832829    0.38600813743218787
710.5782136056548    0.38600813743218787
723.5317579110855    0.38600813743218787
736.7214399236116    0.38600813743218787
750.1515643350916    0.38600813743218787
763.8265143101213    0.38623982820976466
775.0235252656821    0.39812010247136786
789.5479900046505    0.39851943942133794
803.9411203792681    0.39851943942133794
818.5966315142741    0.39851943942133794
833.5193065014378    0.39851943942133794
848.7140156262944    0.3987511301989147
859.4706415062167    0.41063140446051805
877.2940354548216    0.411030741410488
893.2867396210386    0.411030741410488
909.570984110353    0.411030741410488
926.1520835811938    0.411030741410488
943.0354495759944    0.411030741410488
961.2597007942926    0.41013707698269164
974.302652063008    0.4231427064496681
992.5617423404567    0.4235420433996381
1010.6557287012852    0.4235420433996381
1029.0795608827411    0.4235420433996381
1047.8392518364883    0.4235420433996381
1066.9409241277892    0.423773734177215
1081.0056951992199    0.435290461121157
1102.8696259119083    0.43605334538878826
1122.9744789580952    0.43605334538878826
1143.445835085437    0.43605334538878826
1164.2903754921588    0.43605334538878826
1185.5149031719423    0.43628503616636505
1202.8934873269934    0.44816531042796826
1225.4365243727725    0.44856464737793833
1247.7757208299906    0.44856464737793833
1270.5221515163414    0.44856464737793833
1293.6832401418808    0.44856464737793833
1317.266545747801    0.44856464737793833
1341.2797651734604    0.4487963381555151
1360.9417223636788    0.46067661241711844
1386.4466901664123    0.4610759493670884
1411.7210347555292    0.4610759493670884
1437.456120099368    0.4610759493670884
1463.6603453096182    0.4610759493670884
1490.3422626102686    0.4613076401446652
1512.1893421883526    0.4731879144062685
1540.528792622103    0.47358725135623847
