# Width efficency of Xenon1T vs S2
# Please cite: arXiv:1907.11485v2
#
#           Width                Efficency
90.00000000000000    0.21919077757685335
93.10424008420051    0.21791647830018057
94.80149152797114    0.216410488245931
96.52968315728836    0.2169897151898732
98.2893789988232    0.21780063291139218
100.0811533612174    0.21791647830018057
101.90559102251979    0.21849570524412276
104.02396528113702    0.3444582579867388
105.97344470528175    0.34847423146473755
107.9052963788975    0.34847423146473755
109.87236490234984    0.34847423146473755
111.87529226411509    0.34847423146473755
113.91473215585157    0.34847423146473755
115.99135018574377    0.34847423146473755
118.1058240957356    0.34847423146473755
120.25884398272377    0.34835838607594904
122.4511125237835    0.3473157775768533
124.68334520549976    0.3459256329113921
126.95627055747948    0.3456939421338153
129.27063039012023    0.3456939421338153
131.23145944688528    0.34552017405063273
134.43083803553972    0.3461573236889691
136.88145611412315    0.34511471518987324
139.37674793762136    0.3429136528028931
140.21857971025747    0.2897406193490052
142.7747059043113    0.28811878390596724
145.37742921219575    0.28730786618444826
148.0275990798507    0.28730786618444826
150.72608043826102    0.28730786618444826
153.47375398574255    0.2862652576853524
156.2715164753738    0.2859177215189871
159.12028100766776    0.2861494122965639
161.77724614129767    0.28791605447558744
164.9745521329417    0.2889297016274861
167.98196937344355    0.2886980108499093
171.04421057522626    0.2886980108499093
174.16227515622566    0.2886980108499093
177.3371807533494    0.2886980108499093
180.56996355460132    0.2886980108499093
184.13868190130745    0.2901750395569618
186.08942523722436    0.30207815325497267
189.4817578030526    0.3053797468354428
192.9359311759149    0.3053797468354428
196.45307268791703    0.3053797468354428
200.0343302219584    0.3053797468354428
203.68087258636487    0.3053797468354428
207.39388989635023    0.3053797468354428
211.17459396243194    0.3053797468354428
215.25556340321367    0.30567763497804157
218.28579275449357    0.32889636075949336
222.26505166442212    0.32901220614828186
226.3168508037097    0.32901220614828186
230.4425125504662    0.32901220614828186
234.64338338920237    0.32901220614828186
238.9208343502798    0.32901220614828186
243.27626145737142    0.32901220614828186
248.08428401267597    0.32944662635623845
250.58667922602692    0.3564289481615428
255.28284297825076    0.3609855334538876
259.9365426746648    0.3609855334538876
264.67507737452735    0.3609855334538876
269.49999358454914    0.3609855334538876
274.4128660036128    0.3609855334538876
279.4152980367045    0.3609855334538876
284.81502567997154    0.361978493929217
288.6795676944474    0.38338230861965017
294.089617925376    0.3873982820976489
299.45074893477346    0.3873982820976489
304.90961112523973    0.3873982820976489
310.4679860954219    0.3873982820976489
316.1276879217669    0.3873982820976489
321.8905637505783    0.3873982820976489
327.7584944008658    0.3873982820976489
333.9867431391888    0.38788426763110284
338.795597708312    0.4156645569620252
344.61721240552765    0.41681735985533463
351.2603902066242    0.41659132007233257
357.66372053699865    0.41659132007233257
364.1837809071472    0.41659132007233257
370.8226992569828    0.41659132007233257
377.582642317875    0.41659132007233257
384.87946337838093    0.41738568845259605
390.2975488772885    0.4464794303797466
397.41251031978595    0.4499547920433994
404.65717454026355    0.4499547920433994
412.0339059662381    0.4499547920433994
419.5451121277534    0.4499547920433994
427.1932444431212    0.4499547920433994
434.9807990189861    0.4499547920433994
443.57759954641466    0.45117116862567797
448.05191143711846    0.47080696202531624
456.44870711717857    0.47497739602169964
464.76957656910946    0.47497739602169964
473.2421319987998    0.47497739602169964
481.8691385783245    0.47497739602169964
490.6534118876918    0.47497739602169964
499.5978188337583    0.47497739602169964
509.25259497460587    0.4759703564970289
516.1624412671662    0.4982237040385772
525.8356743154075    0.502780289330922
535.4214392237595    0.502780289330922
545.1819486261932    0.502780289330922
555.1203880419132    0.502780289330922
565.2400010608109    0.502780289330922
575.544090402067    0.502780289330922
586.0360189920553    0.502780289330922
597.3612217062105    0.5034753616636526
605.7704887128895    0.5243275316455694
616.8134319304246    0.5278028933092223
628.0576833945282    0.5278028933092223
639.506912870528    0.5278028933092223
651.1648570220425    0.5278028933092223
663.0353206305081    0.5278028933092223
675.1221778369396    0.5278028933092223
688.1689791819751    0.5279021893567551
697.8565793832829    0.5465698462929474
710.5782136056548    0.5500452079566002
723.5317579110855    0.5500452079566002
736.7214399236116    0.5500452079566002
750.1515643350916    0.5500452079566002
763.8265143101213    0.5500452079566002
777.7507529165554    0.5500452079566002
791.9288245821156    0.5503927441229655
803.7682397944502    0.5753657000774992
818.5966315142741    0.5778481012658226
833.5193065014378    0.5771530289330921
848.7140156262944    0.5771530289330921
864.185717957653    0.5771530289330921
879.9394629660769    0.5771530289330921
895.980392171871    0.5771530289330921
912.3137408231097    0.5771530289330921
930.3443740510064    0.5779349853074139
940.2003319032535    0.5884479543399637
957.339791602546    0.5917495479204338
974.7916964997562    0.5917495479204338
992.5617423404567    0.5917495479204338
1010.6557287012852    0.5917495479204338
1029.0795608827411    0.5917495479204338
1047.8392518364883    0.5917495479204338
1068.0888466639644    0.5927425083957631
1079.8684359056929    0.5924446202531644
1086.157192985579    0.5996932317230688
1106.1952630777903    0.6014805605786616
1126.3607411017026    0.6014805605786616
1146.8938273748145    0.6014805605786616
1167.8012232421038    0.6014805605786616
1189.0897522112705    0.6014805605786616
1210.7663621797128    0.6014805605786616
1234.6955032462947    0.6032182414104881
1247.7757208299906    0.6160770795660034
1270.5221515163414    0.6195524412296562
1293.6832401418808    0.6195524412296562
1317.266545747801    0.6195524412296562
1341.2797651734604    0.6195524412296562
1365.7307355683877    0.6195524412296562
1390.627436950076    0.6195524412296562
1415.9779948084079    0.6195524412296562
1443.3419064286688    0.6196517372771891
1465.8654741657904    0.6218114263110306
1494.8363002571239    0.6237228752260396
1522.0865422065524    0.6237228752260396
