# tot efficency of Xenon1T vs S2
# Please cite: arXiv:1907.11485v2
#
#   S2      Efficency
	1		0
	2		0
	3		0
	4		0
	5		0
	6		0
	7		0
	8		0
	9		0
	10		0
	11		0
	12		0
	13		0
	14		0
	15		0
	16		0
	17		0
	18		0
	19		0
	20		0
	21		0
	22		0
	23		0
	24		0
	25		0
	26		0
	27		0
	28		0
	29		0
	30		0
	31		0
	32		0
	33		0
	34		0
	35		0
	36		0
	37		0
	38		0
	39		0
	40		0
	41		0
	42		0
	43		0
	44		0
	45		0
	46		0
	47		0
	48		0
	49		0
	50		0
	51		0
	52		0
	53		0
	54		0
	55		0
	56		0
	57		0
	58		0
	59		0
	60		0
	61		0
	62		0
	63		0
	64		0
	65		0
	66		0
	67		0
	68		0
	69		0
	70		0
	71		0
	72		0
	73		0
	74		0
	75		0
	76		0
	77		0
	78		0
	79		0
	80		0
	81		0
	82		0
	83		0
	84		0
	85		0
	86		0
	87		0
	88		0
	89		0
	90		5.889152599874321e-05
	91		6.106693370304823e-05
	92		6.244641636322694e-05
	93		6.240110606501262e-05
	94		6.351433568803405e-05
	95		6.458452218322555e-05
	96		0.00010304832368068404
	97		0.00013660875580955855
	98		0.00013785576706031258
	99		0.00015442406516828167
	100		0.00018186586146477012
	101		0.0001920877310278608
	102		0.00019818399014697097
	103		0.00036741552133486856
	104		0.0005640652481092538
	105		0.0005698443562249534
	106		0.0005953118009060178
	107		0.0007881772569309597
	108		0.0008900585786971734
	109		0.0008926696457383124
	110		0.0010019473917560607
	111		0.0012234296792045002
	112		0.001326091678042336
	113		0.0013232748323914684
	114		0.0015022687747946034
	115		0.0019066057087090472
	116		0.0020588186183697612
	117		0.0020603190743425856
	118		0.0022259920319333856
	119		0.0025688495448267256
	120		0.002839387120141062
	121		0.0028739874235547977
	122		0.0029077780841956506
	123		0.0036395803361340623
	124		0.0041331042465828464
	125		0.004116075583409986
	126		0.004251754878175876
	127		0.004721138515323883
	128		0.005163518645737734
	129		0.005351387988327615
	130		0.005350908170279339
	131		0.005444886611172007
	132		0.006027292539565116
	133		0.006605341948706109
	134		0.006729438800891209
	135		0.006720722200586786
	136		0.006859589709522453
	137		0.0075746590127009975
	138		0.008025207528730573
	139		0.00802131570324682
	140		0.0071446816988707355
	141		0.007363100515056191
	142		0.007879710220106721
	143		0.008055589003470155
	144		0.008043197631445878
	145		0.008030807713552315
	146		0.008330238161667565
	147		0.008817396082696853
	148		0.009177384464542242
	149		0.009181473656958285
	150		0.009185563323360844
	151		0.009328643598089147
	152		0.009834571984615868
	153		0.010269825140213257
	154		0.010222189546036455
	155		0.010208761200930934
	156		0.010360037514997745
	157		0.010683538102156227
	158		0.011007980894866671
	159		0.011092573787490052
	160		0.011116265799682388
	161		0.01114381744978056
	162		0.011283930922714
	163		0.01154441572998803
	164		0.011791728040462997
	165		0.011811368126711037
	166		0.01179903539396771
	167		0.011797312867079152
	168		0.011908743896124516
	169		0.012125951940345757
	170		0.012310536867102026
	171		0.01230641860548313
	172		0.012302894985424388
	173		0.01231481600416489
	174		0.012470326634667484
	175		0.012625988490224341
	176		0.012752084105150689
	177		0.012753700926619852
	178		0.012755317748089022
	179		0.012759223814512988
	180		0.01283540302598736
	181		0.01293466234657871
	182		0.013047726386846294
	183		0.013104121931291644
	184		0.013133702986695438
	185		0.013385816697782153
	186		0.013676612182751138
	187		0.013798430734621302
	188		0.013904084495483658
	189		0.014005854994069082
	190		0.014041480707013197
	191		0.014054880272683284
	192		0.014067265235604968
	193		0.014078001920135292
	194		0.014109326481778163
	195		0.014144120162457542
	196		0.014175866352217126
	197		0.014188105684305011
	198		0.014200349039568867
	199		0.014216696425102388
	200		0.017813896768297234
	201		0.017857916982959604
	202		0.017901990698761694
	203		0.017937425954147015
	204		0.01797161888925069
	205		0.01800584423164648
	206		0.018032619720596426
	207		0.018043662411374915
	208		0.018054705755388308
	209		0.01806574975263659
	210		0.018080336938198154
	211		0.018095250227026773
	212		0.018113742512057645
	213		0.018133003040115205
	214		0.018156239386467377
	215		0.018179810808792267
	216		0.018539793155473244
	217		0.019023946396033938
	218		0.01951169671665889
	219		0.019674736549903458
	220		0.019699820952548894
	221		0.01971079554884913
	222		0.01972257952020974
	223		0.0197336204430333
	224		0.01974419880489133
	225		0.019754777166749365
	226		0.019763989082461065
	227		0.0197721515971476
	228		0.019780340684364815
	229		0.01978951792934459
	230		0.019801631153276465
	231		0.019817225694789824
	232		0.019833237810650616
	233		0.019851349733940392
	234		0.01986840982754646
	235		0.019882688448912562
	236		0.01989628779852769
	237		0.0199070339386417
	238		0.01991783369171005
	239		0.019931906353008885
	240		0.019945979014307717
	241		0.019960051675606546
	242		0.019974124336905385
	243		0.01998285745174382
	244		0.01999304884497244
	245		0.020004759689255715
	246		0.02001647394898764
	247		0.020029955471002538
	248		0.0200483618379987
	249		0.020663004375194905
	250		0.021333334686464738
	251		0.021757223309203665
	252		0.021829101079618073
	253		0.021900652341485076
	254		0.021972270432469146
	255		0.022043955352570282
	256		0.022073662946989592
	257		0.022088745655035272
	258		0.022103828363080953
	259		0.022118911071126634
	260		0.022133993779172315
	261		0.0221463199211744
	262		0.02215619425175962
	263		0.022166068582344836
	264		0.022175942912930055
	265		0.02218581724351528
	266		0.022199892793317202
	267		0.022215133450975727
	268		0.02223037410863425
	269		0.022245614766292776
	270		0.022260855423951297
	271		0.02227389631021349
	272		0.0222868226724166
	273		0.022299749034619707
	274		0.02231267539682281
	275		0.022325554864293485
	276		0.022336913300387472
	277		0.022348271736481455
